0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00
-1.978250578185341240e-06,0.000000000000000000e+00,9.999999999980432319e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999980432319e-01,0.000000000000000000e+00,-1.978250578185341240e-06,1.259393432771209799e-06,0.000000000000000000e+00,3.999996536668060099e-01,0.000000000000000000e+00
-1.570653375429548039e-05,0.000000000000000000e+00,9.999999998766524456e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999998766524456e-01,0.000000000000000000e+00,-1.570653375429548039e-05,9.999089943754443938e-06,0.000000000000000000e+00,3.999972502502655014e-01,0.000000000000000000e+00
-5.260796800605120431e-05,0.000000000000000000e+00,9.999999986162008137e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999986162008137e-01,0.000000000000000000e+00,-5.260796800605120431e-05,3.349127263218171788e-05,0.000000000000000000e+00,3.999907899000261779e-01,0.000000000000000000e+00
-1.237523325628524229e-04,0.000000000000000000e+00,9.999999923426801107e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999923426801107e-01,0.000000000000000000e+00,-1.237523325628524229e-04,7.878318198720967943e-05,0.000000000000000000e+00,3.999783346249535243e-01,0.000000000000000000e+00
-2.398596904389638229e-04,0.000000000000000000e+00,9.999999712336640201e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999712336640201e-01,0.000000000000000000e+00,-2.398596904389638229e-04,1.526994229916126661e-04,0.000000000000000000e+00,3.999580076586773392e-01,0.000000000000000000e+00
-4.113040094072749580e-04,0.000000000000000000e+00,9.999999154145023939e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999154145023939e-01,0.000000000000000000e+00,-4.113040094072749580e-04,2.618442722254756775e-04,0.000000000000000000e+00,3.999279928251380234e-01,0.000000000000000000e+00
-6.481167786374737380e-04,0.000000000000000000e+00,9.999997899722985473e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999997899722985473e-01,0.000000000000000000e+00,-6.481167786374737380e-04,4.126039849698878714e-04,0.000000000000000000e+00,3.998865339041333122e-01,0.000000000000000000e+00
-9.599906175818061996e-04,0.000000000000000000e+00,9.999995392089009449e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999995392089009449e-01,0.000000000000000000e+00,-9.599906175818061996e-04,6.111491023106350746e-04,0.000000000000000000e+00,3.998319339968646191e-01,0.000000000000000000e+00
-1.356282872451260646e-03,0.000000000000000000e+00,9.999990802479620244e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999990802479620244e-01,0.000000000000000000e+00,-1.356282872451260646e-03,8.634367582418931873e-04,0.000000000000000000e+00,3.997625548914834903e-01,0.000000000000000000e+00
-1.846019194344916204e-03,0.000000000000000000e+00,9.999982961051154806e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999982961051154806e-01,0.000000000000000000e+00,-1.846019194344916204e-03,1.175212986769921114e-03,0.000000000000000000e+00,3.996768164286382818e-01,0.000000000000000000e+00
-2.437897091827410760e-03,0.000000000000000000e+00,9.999970283244693503e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999970283244693503e-01,0.000000000000000000e+00,-2.437897091827410760e-03,1.552015029016754399e-03,0.000000000000000000e+00,3.995731958670203920e-01,0.000000000000000000e+00
-3.140289449538660738e-03,0.000000000000000000e+00,9.999950692789305595e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999950692789305595e-01,0.000000000000000000e+00,-3.140289449538660738e-03,1.999173640323896259e-03,0.000000000000000000e+00,3.994502272489109940e-01,0.000000000000000000e+00
-3.961248003304062432e-03,0.000000000000000000e+00,9.999921542263501273e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999921542263501273e-01,0.000000000000000000e+00,-3.961248003304062432e-03,2.521815397356016314e-03,0.000000000000000000e+00,3.993065007657271570e-01,0.000000000000000000e+00
-4.908506761223916347e-03,0.000000000000000000e+00,9.999879532081249467e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999879532081249467e-01,0.000000000000000000e+00,-4.908506761223916347e-03,3.124865005204633273e-03,0.000000000000000000e+00,3.991406621235687457e-01,0.000000000000000000e+00
-5.989485359383765056e-03,0.000000000000000000e+00,9.999820628716945548e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999820628716945548e-01,0.000000000000000000e+00,-5.989485359383765056e-03,3.813047604491821580e-03,0.000000000000000000e+00,3.989514119087647637e-01,0.000000000000000000e+00
-7.211292340162839092e-03,0.000000000000000000e+00,9.999739982933479876e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999739982933479876e-01,0.000000000000000000e+00,-7.211292340162839092e-03,4.590891078473889435e-03,0.000000000000000000e+00,3.987375049534196969e-01,0.000000000000000000e+00
-8.580728340642024277e-03,0.000000000000000000e+00,9.999631848728952610e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999631848728952610e-01,0.000000000000000000e+00,-8.580728340642024277e-03,5.462728360145084790e-03,0.000000000000000000e+00,3.984977497009601355e-01,0.000000000000000000e+00
-1.010428917833618330e-02,0.000000000000000000e+00,9.999489503670677681e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999489503670677681e-01,0.000000000000000000e+00,-1.010428917833618330e-02,6.432699739341287033e-03,0.000000000000000000e+00,3.982310075716811726e-01,0.000000000000000000e+00
-1.178816882140612012e-02,0.000000000000000000e+00,9.999305171239839529e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999305171239839529e-01,0.000000000000000000e+00,-1.178816882140612012e-02,7.504755169843685229e-03,0.000000000000000000e+00,3.979361923282929703e-01,0.000000000000000000e+00
-1.363826223064602480e-02,0.000000000000000000e+00,9.999069945766596579e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999069945766596579e-01,0.000000000000000000e+00,-1.363826223064602480e-02,8.682656576482497557e-03,0.000000000000000000e+00,3.976122694414673253e-01,0.000000000000000000e+00
-1.566016806089296637e-02,0.000000000000000000e+00,9.998773720493451256e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.998773720493451256e-01,0.000000000000000000e+00,-1.566016806089296637e-02,9.969980162240626997e-03,0.000000000000000000e+00,3.972582554553838463e-01,0.000000000000000000e+00
-1.785919121006411189e-02,0.000000000000000000e+00,9.998405119264384133e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.998405119264384133e-01,0.000000000000000000e+00,-1.785919121006411189e-02,1.137011871535740376e-02,0.000000000000000000e+00,3.968732173532767415e-01,0.000000000000000000e+00
-2.024034520478783239e-02,0.000000000000000000e+00,9.997951432298474161e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.997951432298474161e-01,0.000000000000000000e+00,-2.024034520478783239e-02,1.288628391643222536e-02,0.000000000000000000e+00,3.964562719229811627e-01,0.000000000000000000e+00
-2.280835441255135015e-02,0.000000000000000000e+00,9.997398556469535569e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.997398556469535569e-01,0.000000000000000000e+00,-2.280835441255135015e-02,1.452150864552829296e-02,0.000000000000000000e+00,3.960065851224797151e-01,0.000000000000000000e+00
-2.556765607142806943e-02,0.000000000000000000e+00,9.996730940477557281e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.996730940477557281e-01,0.000000000000000000e+00,-2.556765607142806943e-02,1.627864928927628962e-02,0.000000000000000000e+00,3.955233714454490790e-01,0.000000000000000000e+00
-2.852240212976275141e-02,0.000000000000000000e+00,9.995931535263474776e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.995931535263474776e-01,0.000000000000000000e+00,-2.852240212976275141e-02,1.816038804797805856e-02,0.000000000000000000e+00,3.950058932868060757e-01,0.000000000000000000e+00
-3.167646088966843271e-02,0.000000000000000000e+00,9.994981749985866193e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.994981749985866193e-01,0.000000000000000000e+00,-3.167646088966843271e-02,2.016923524271030388e-02,0.000000000000000000e+00,3.944534603082546775e-01,0.000000000000000000e+00
-3.503341844981120584e-02,0.000000000000000000e+00,9.993861413846604203e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.993861413846604203e-01,0.000000000000000000e+00,-3.503341844981120584e-02,2.230753162242830531e-02,0.000000000000000000e+00,3.938654288038322404e-01,0.000000000000000000e+00
-3.859657994471272363e-02,0.000000000000000000e+00,9.992548744022075047e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.992548744022075047e-01,0.000000000000000000e+00,-3.859657994471272363e-02,2.457745067106957906e-02,0.000000000000000000e+00,3.932412010654559031e-01,0.000000000000000000e+00
-4.236897057967008162e-02,0.000000000000000000e+00,9.991020319927385041e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.991020319927385041e-01,0.000000000000000000e+00,-4.236897057967008162e-02,2.698100091465761505e-02,0.000000000000000000e+00,3.925802247484692087e-01,0.000000000000000000e+00
-4.635333646235946514e-02,0.000000000000000000e+00,9.989251064012794057e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.989251064012794057e-01,0.000000000000000000e+00,-4.635333646235946514e-02,2.952002822840548574e-02,0.000000000000000000e+00,3.918819922371885034e-01,0.000000000000000000e+00
-5.055214523424043926e-02,0.000000000000000000e+00,9.987214229264416154e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.987214229264416154e-01,0.000000000000000000e+00,-5.055214523424043926e-02,3.219621814381965624e-02,0.000000000000000000e+00,3.911460400104496138e-01,0.000000000000000000e+00
